Date,Service,Agence,Departement,Agent,Montant,ClientID
2024-02-19,Transfert d'Argent,Conakry,Ventes,Agent_008,7466,CLT_9813
2024-05-24,Achat Facture Courant,Nzérékoré,Support Client,Agent_050,15910,CLT_3446
2024-10-01,Achat Facture Courant,Kankan,Ventes,Agent_020,23218,CLT_1803
2024-03-04,Transfert d'Argent,Kindia,Finance,Agent_046,46101,CLT_5182
2024-10-17,Paiement Mobile,Nzérékoré,Ventes,Agent_009,20477,CLT_5798
2024-08-19,Wallet,Nzérékoré,Ventes,Agent_019,35208,CLT_6184
2024-02-12,Paiement Mobile,Conakry,Support Client,Agent_029,12446,CLT_9140
2024-07-06,Wallet,Kindia,Finance,Agent_007,6560,CLT_4629
2024-09-16,Transfert d'Argent,Conakry,Marketing,Agent_014,12324,CLT_9863
2024-05-30,Transfert d'Argent,Nzérékoré,Marketing,Agent_035,16372,CLT_4233
2024-12-09,Paiement Mobile,Kankan,Marketing,Agent_009,28547,CLT_5753
2024-10-24,Paiement Mobile,Conakry,Finance,Agent_042,41024,CLT_3380
2024-11-05,Transfert d'Argent,Kankan,Ventes,Agent_021,36169,CLT_8177
2024-02-13,Transfert d'Argent,Kindia,Marketing,Agent_014,1760,CLT_7638
2024-06-17,Wallet,Labé,Marketing,Agent_044,49984,CLT_3560
2024-05-09,Achat Facture Courant,Labé,Opérations,Agent_030,18330,CLT_6257
2024-10-01,Wallet,Nzérékoré,Opérations,Agent_008,23110,CLT_5568
2024-02-26,Wallet,Conakry,Finance,Agent_006,25401,CLT_3608
2024-12-12,Paiement Mobile,Kindia,Opérations,Agent_028,2929,CLT_3548
2024-08-14,Paiement Mobile,Kankan,Finance,Agent_011,12116,CLT_7034
2024-12-13,Wallet,Nzérékoré,Support Client,Agent_004,2208,CLT_1036
2024-07-29,Paiement Mobile,Nzérékoré,Support Client,Agent_036,33171,CLT_8890
2024-10-24,Paiement Mobile,Kankan,Support Client,Agent_041,27641,CLT_2982
2024-02-18,Transfert d'Argent,Labé,Ventes,Agent_018,43757,CLT_9756
2024-10-07,Transfert d'Argent,Conakry,Finance,Agent_001,23791,CLT_1849
2024-08-25,Transfert d'Argent,Conakry,Finance,Agent_004,3944,CLT_5957
2024-11-07,Paiement Mobile,Conakry,Marketing,Agent_022,47023,CLT_2591
2024-09-30,Paiement Mobile,Kankan,Support Client,Agent_031,2601,CLT_2222
2024-02-28,Wallet,Labé,Support Client,Agent_009,6565,CLT_5488
2024-01-09,Paiement Mobile,Labé,Ventes,Agent_046,22313,CLT_9457
2024-05-31,Achat Facture Courant,Labé,Marketing,Agent_031,24434,CLT_2574
2024-06-24,Paiement Mobile,Labé,Marketing,Agent_041,4255,CLT_2058
2024-12-02,Transfert d'Argent,Kindia,Support Client,Agent_024,12845,CLT_8913
2024-01-11,Achat Facture Courant,Labé,Opérations,Agent_027,15389,CLT_1744
2024-10-03,Transfert d'Argent,Labé,Opérations,Agent_033,24097,CLT_1175
2024-02-23,Wallet,Labé,Ventes,Agent_006,23357,CLT_6802
2024-07-15,Achat Facture Courant,Conakry,Finance,Agent_028,27925,CLT_6251
2024-04-29,Achat Facture Courant,Kankan,Finance,Agent_017,34299,CLT_2231
2024-06-10,Transfert d'Argent,Kindia,Marketing,Agent_025,6502,CLT_8608
2024-04-16,Paiement Mobile,Kankan,Ventes,Agent_003,14613,CLT_8399
2024-10-08,Wallet,Kindia,Marketing,Agent_010,47776,CLT_9817
2024-03-19,Paiement Mobile,Nzérékoré,Opérations,Agent_031,47849,CLT_3781
2024-12-21,Transfert d'Argent,Nzérékoré,Marketing,Agent_021,11248,CLT_3274
2024-07-04,Transfert d'Argent,Conakry,Ventes,Agent_016,9547,CLT_5674
2024-10-01,Wallet,Conakry,Marketing,Agent_036,39872,CLT_6819
2024-06-12,Transfert d'Argent,Labé,Ventes,Agent_042,8447,CLT_4984
2024-10-30,Achat Facture Courant,Labé,Support Client,Agent_046,28263,CLT_8315
2024-02-23,Transfert d'Argent,Kindia,Opérations,Agent_033,16608,CLT_1638
2024-01-30,Achat Facture Courant,Conakry,Marketing,Agent_036,49047,CLT_5245
2024-01-14,Achat Facture Courant,Nzérékoré,Opérations,Agent_016,41175,CLT_9073
2024-10-09,Transfert d'Argent,Kankan,Ventes,Agent_007,18399,CLT_1335
2024-06-02,Transfert d'Argent,Conakry,Opérations,Agent_031,1184,CLT_7841
2024-05-02,Paiement Mobile,Nzérékoré,Marketing,Agent_008,4514,CLT_6633
2024-10-31,Paiement Mobile,Kankan,Finance,Agent_017,11133,CLT_7405
2024-03-02,Transfert d'Argent,Kindia,Support Client,Agent_012,14502,CLT_7037
2024-03-31,Achat Facture Courant,Kankan,Finance,Agent_018,48404,CLT_9271
2024-11-19,Achat Facture Courant,Conakry,Ventes,Agent_022,39334,CLT_6173
2024-04-06,Transfert d'Argent,Kindia,Marketing,Agent_048,42815,CLT_6867
2024-05-02,Achat Facture Courant,Kankan,Finance,Agent_039,49069,CLT_2353
2024-11-16,Paiement Mobile,Nzérékoré,Marketing,Agent_047,21698,CLT_7864
2024-03-27,Paiement Mobile,Labé,Marketing,Agent_020,7125,CLT_7668
2024-10-26,Achat Facture Courant,Nzérékoré,Ventes,Agent_003,1637,CLT_6866
2024-05-17,Paiement Mobile,Conakry,Support Client,Agent_013,39368,CLT_2399
2024-10-13,Achat Facture Courant,Kindia,Marketing,Agent_037,6320,CLT_9727
2024-10-26,Wallet,Labé,Ventes,Agent_010,20122,CLT_4369
2024-12-29,Wallet,Conakry,Support Client,Agent_004,37837,CLT_7251
2024-11-11,Wallet,Nzérékoré,Opérations,Agent_032,28909,CLT_3573
2024-07-16,Wallet,Kankan,Marketing,Agent_026,33903,CLT_8311
2024-10-08,Achat Facture Courant,Conakry,Finance,Agent_029,27320,CLT_8568
2024-12-24,Achat Facture Courant,Conakry,Marketing,Agent_029,18677,CLT_9460
2024-12-14,Wallet,Labé,Ventes,Agent_029,16396,CLT_9294
2024-07-29,Wallet,Nzérékoré,Finance,Agent_024,24134,CLT_3235
2024-09-12,Paiement Mobile,Labé,Support Client,Agent_042,30465,CLT_3577
2024-06-12,Achat Facture Courant,Kindia,Support Client,Agent_032,8004,CLT_8728
2024-06-24,Wallet,Conakry,Support Client,Agent_033,26649,CLT_5099
2024-04-28,Achat Facture Courant,Nzérékoré,Support Client,Agent_036,29664,CLT_7018
2024-09-18,Paiement Mobile,Nzérékoré,Support Client,Agent_001,18029,CLT_9215
2024-10-19,Paiement Mobile,Labé,Support Client,Agent_024,8084,CLT_5124
2024-12-22,Paiement Mobile,Conakry,Opérations,Agent_035,48670,CLT_6272
2024-08-06,Paiement Mobile,Labé,Support Client,Agent_004,14145,CLT_2602
2024-05-24,Paiement Mobile,Nzérékoré,Ventes,Agent_018,23196,CLT_3488
2024-04-14,Wallet,Labé,Support Client,Agent_048,30666,CLT_9207
2024-10-03,Paiement Mobile,Labé,Opérations,Agent_032,5549,CLT_4953
2024-08-17,Wallet,Kankan,Finance,Agent_046,9436,CLT_2356
2024-11-04,Transfert d'Argent,Conakry,Support Client,Agent_003,2745,CLT_4879
2024-07-12,Achat Facture Courant,Kindia,Support Client,Agent_028,10688,CLT_8086
2024-10-24,Wallet,Nzérékoré,Finance,Agent_044,34124,CLT_5310
2024-09-14,Transfert d'Argent,Labé,Opérations,Agent_016,40827,CLT_1665
2024-01-16,Wallet,Nzérékoré,Support Client,Agent_023,1553,CLT_9519
2024-06-13,Achat Facture Courant,Conakry,Ventes,Agent_037,49022,CLT_3736
2024-06-25,Paiement Mobile,Nzérékoré,Finance,Agent_006,2935,CLT_7749
2024-08-11,Transfert d'Argent,Labé,Ventes,Agent_003,35040,CLT_5836
2024-11-22,Transfert d'Argent,Kankan,Ventes,Agent_003,42782,CLT_1542
2024-03-06,Wallet,Nzérékoré,Finance,Agent_002,47894,CLT_7890
2024-10-04,Wallet,Kankan,Ventes,Agent_019,47125,CLT_9566
2024-07-07,Wallet,Conakry,Ventes,Agent_041,22804,CLT_6349
2024-06-15,Wallet,Kindia,Ventes,Agent_003,43961,CLT_3737
2024-09-03,Wallet,Labé,Marketing,Agent_048,2431,CLT_2775
2024-10-21,Achat Facture Courant,Kankan,Support Client,Agent_048,38153,CLT_7351
2024-12-21,Transfert d'Argent,Kindia,Opérations,Agent_028,20686,CLT_7945
2024-11-02,Paiement Mobile,Nzérékoré,Support Client,Agent_014,32812,CLT_5966
2024-05-15,Transfert d'Argent,Labé,Marketing,Agent_011,44667,CLT_3998
2024-10-18,Wallet,Kindia,Ventes,Agent_016,13497,CLT_3560
2024-12-25,Paiement Mobile,Conakry,Marketing,Agent_021,5476,CLT_5489
2024-02-19,Achat Facture Courant,Kankan,Ventes,Agent_032,26120,CLT_7855
2024-08-21,Wallet,Kindia,Opérations,Agent_041,22944,CLT_2153
2024-12-20,Wallet,Kankan,Marketing,Agent_028,23219,CLT_9689
2024-02-17,Wallet,Labé,Support Client,Agent_037,48802,CLT_9567
2024-10-20,Paiement Mobile,Labé,Finance,Agent_042,35211,CLT_8048
2024-01-10,Transfert d'Argent,Nzérékoré,Ventes,Agent_005,22071,CLT_6310
2024-04-10,Paiement Mobile,Nzérékoré,Opérations,Agent_029,42349,CLT_8732
2024-06-08,Achat Facture Courant,Kindia,Marketing,Agent_026,36547,CLT_9530
2024-12-30,Transfert d'Argent,Labé,Support Client,Agent_003,1102,CLT_8453
2024-04-28,Paiement Mobile,Conakry,Finance,Agent_030,32591,CLT_5570
2024-02-20,Achat Facture Courant,Labé,Support Client,Agent_042,25630,CLT_9503
2024-02-05,Paiement Mobile,Kankan,Finance,Agent_045,38620,CLT_3512
2024-03-27,Paiement Mobile,Kankan,Ventes,Agent_049,11974,CLT_2093
2024-08-14,Achat Facture Courant,Kankan,Support Client,Agent_040,44283,CLT_1232
2024-02-23,Paiement Mobile,Nzérékoré,Opérations,Agent_034,19313,CLT_9599
2024-09-25,Paiement Mobile,Kindia,Marketing,Agent_031,39186,CLT_7025
2024-06-07,Transfert d'Argent,Kindia,Ventes,Agent_014,18762,CLT_1620
2024-04-05,Transfert d'Argent,Kindia,Opérations,Agent_030,47367,CLT_9917
2024-06-10,Paiement Mobile,Kindia,Marketing,Agent_018,13291,CLT_3542
2024-02-12,Transfert d'Argent,Labé,Finance,Agent_006,37812,CLT_4433
2024-02-25,Paiement Mobile,Kankan,Support Client,Agent_032,16915,CLT_6262
2024-12-11,Wallet,Labé,Ventes,Agent_011,26793,CLT_4052
2024-06-03,Wallet,Kindia,Opérations,Agent_008,17767,CLT_6884
2024-10-03,Paiement Mobile,Conakry,Opérations,Agent_013,27440,CLT_4291
2024-01-06,Transfert d'Argent,Kankan,Support Client,Agent_017,41971,CLT_8765
2024-06-28,Wallet,Kankan,Support Client,Agent_009,20507,CLT_5724
2024-09-15,Wallet,Kindia,Ventes,Agent_042,16629,CLT_5954
2024-08-20,Achat Facture Courant,Kankan,Opérations,Agent_033,10216,CLT_1941
2024-05-04,Achat Facture Courant,Kindia,Support Client,Agent_047,17473,CLT_7066
2024-02-04,Achat Facture Courant,Conakry,Ventes,Agent_021,11296,CLT_6575
2024-08-22,Achat Facture Courant,Kankan,Opérations,Agent_023,41111,CLT_2573
2024-12-08,Paiement Mobile,Nzérékoré,Ventes,Agent_017,19648,CLT_3047
2024-01-24,Wallet,Nzérékoré,Ventes,Agent_014,7881,CLT_8378
2024-01-26,Achat Facture Courant,Labé,Opérations,Agent_028,2025,CLT_3051
2024-02-07,Transfert d'Argent,Kankan,Ventes,Agent_031,23525,CLT_6017
2024-10-18,Wallet,Kankan,Finance,Agent_010,20729,CLT_6816
2024-12-18,Paiement Mobile,Nzérékoré,Support Client,Agent_015,24824,CLT_5658
2024-09-09,Paiement Mobile,Kindia,Support Client,Agent_022,42553,CLT_8875
2024-09-02,Transfert d'Argent,Conakry,Finance,Agent_040,5138,CLT_5274
2024-01-23,Transfert d'Argent,Kankan,Ventes,Agent_048,23118,CLT_3873
2024-03-26,Transfert d'Argent,Nzérékoré,Marketing,Agent_040,48780,CLT_7777
2024-05-13,Wallet,Conakry,Marketing,Agent_013,31949,CLT_4173
2024-07-21,Transfert d'Argent,Nzérékoré,Support Client,Agent_035,21948,CLT_2014
2024-03-09,Wallet,Kindia,Finance,Agent_049,2273,CLT_8649
2024-11-26,Achat Facture Courant,Labé,Ventes,Agent_006,16863,CLT_9302
2024-12-17,Achat Facture Courant,Kankan,Finance,Agent_032,30904,CLT_1554
2024-04-16,Paiement Mobile,Kindia,Marketing,Agent_030,10585,CLT_1166
2024-05-30,Paiement Mobile,Kankan,Finance,Agent_035,32126,CLT_3774
2024-11-09,Paiement Mobile,Conakry,Support Client,Agent_019,38232,CLT_8741
2024-04-03,Paiement Mobile,Nzérékoré,Opérations,Agent_050,5094,CLT_3930
2024-09-08,Achat Facture Courant,Kindia,Ventes,Agent_036,20779,CLT_4719
2024-07-12,Paiement Mobile,Labé,Support Client,Agent_046,13436,CLT_7549
2024-09-21,Wallet,Labé,Ventes,Agent_026,49611,CLT_9299
2024-03-08,Achat Facture Courant,Kindia,Finance,Agent_022,35794,CLT_2855
2024-08-03,Achat Facture Courant,Kindia,Ventes,Agent_007,15705,CLT_4529
2024-03-05,Wallet,Conakry,Finance,Agent_035,38840,CLT_2355
2024-05-31,Wallet,Kankan,Support Client,Agent_042,13614,CLT_5350
2024-12-23,Transfert d'Argent,Kankan,Ventes,Agent_030,40435,CLT_1990
2024-12-03,Wallet,Labé,Opérations,Agent_033,47305,CLT_8247
2024-11-05,Transfert d'Argent,Kankan,Ventes,Agent_021,49723,CLT_3887
2024-01-26,Paiement Mobile,Nzérékoré,Opérations,Agent_037,27013,CLT_1094
2024-08-12,Transfert d'Argent,Nzérékoré,Ventes,Agent_005,49524,CLT_9126
2024-07-28,Wallet,Conakry,Support Client,Agent_014,48940,CLT_7714
2024-07-02,Wallet,Kankan,Opérations,Agent_004,8691,CLT_9106
2024-11-24,Wallet,Labé,Opérations,Agent_031,40893,CLT_8860
2024-09-18,Paiement Mobile,Nzérékoré,Finance,Agent_030,12924,CLT_6887
2024-04-09,Transfert d'Argent,Kindia,Support Client,Agent_022,14820,CLT_3291
2024-02-29,Achat Facture Courant,Labé,Marketing,Agent_040,31796,CLT_2041
2024-01-22,Achat Facture Courant,Conakry,Ventes,Agent_032,19062,CLT_9972
2024-04-06,Wallet,Nzérékoré,Ventes,Agent_039,12290,CLT_9739
2024-06-08,Paiement Mobile,Conakry,Ventes,Agent_018,3197,CLT_9222
2024-04-09,Paiement Mobile,Labé,Ventes,Agent_027,12004,CLT_9874
2024-09-13,Achat Facture Courant,Conakry,Ventes,Agent_005,4185,CLT_9968
2024-06-21,Achat Facture Courant,Nzérékoré,Finance,Agent_010,49533,CLT_9294
2024-02-29,Wallet,Nzérékoré,Support Client,Agent_039,48699,CLT_1201
2024-03-30,Paiement Mobile,Nzérékoré,Support Client,Agent_013,46454,CLT_9379
2024-09-18,Achat Facture Courant,Kankan,Marketing,Agent_032,13874,CLT_9421
2024-05-09,Transfert d'Argent,Kankan,Finance,Agent_015,28946,CLT_2552
2024-12-19,Achat Facture Courant,Kindia,Support Client,Agent_030,29994,CLT_7372
2024-09-15,Achat Facture Courant,Nzérékoré,Support Client,Agent_044,37301,CLT_6831
2024-11-27,Transfert d'Argent,Labé,Support Client,Agent_007,46799,CLT_8366
2024-04-03,Wallet,Kindia,Marketing,Agent_004,45854,CLT_1373
2024-07-05,Transfert d'Argent,Kindia,Opérations,Agent_044,43802,CLT_2573
2024-12-14,Achat Facture Courant,Kindia,Opérations,Agent_048,14146,CLT_9561
2024-01-14,Achat Facture Courant,Labé,Support Client,Agent_023,22831,CLT_5055
2024-04-04,Paiement Mobile,Conakry,Opérations,Agent_029,6051,CLT_1322
2024-12-06,Paiement Mobile,Kindia,Opérations,Agent_031,8699,CLT_8796
2024-06-22,Paiement Mobile,Nzérékoré,Support Client,Agent_020,4550,CLT_6779
2024-04-23,Paiement Mobile,Kankan,Opérations,Agent_039,27592,CLT_9309
2024-04-09,Wallet,Labé,Ventes,Agent_013,3614,CLT_2879
2024-03-25,Paiement Mobile,Labé,Support Client,Agent_007,33314,CLT_8116
2024-02-13,Achat Facture Courant,Labé,Marketing,Agent_031,13003,CLT_9676
2024-06-17,Achat Facture Courant,Labé,Opérations,Agent_017,48346,CLT_7121
2024-06-06,Achat Facture Courant,Kindia,Marketing,Agent_015,24531,CLT_7485
2024-09-09,Transfert d'Argent,Kindia,Ventes,Agent_030,17915,CLT_5137
2024-12-10,Transfert d'Argent,Nzérékoré,Opérations,Agent_041,36677,CLT_1678
2024-11-08,Transfert d'Argent,Conakry,Opérations,Agent_037,46958,CLT_5228
2024-07-25,Transfert d'Argent,Kindia,Ventes,Agent_011,21221,CLT_2685
2024-12-19,Transfert d'Argent,Nzérékoré,Marketing,Agent_032,13282,CLT_4726
2024-06-14,Paiement Mobile,Kindia,Marketing,Agent_040,30461,CLT_5610
2024-05-21,Wallet,Nzérékoré,Ventes,Agent_046,24721,CLT_3693
2024-02-10,Transfert d'Argent,Conakry,Opérations,Agent_011,21077,CLT_5392
2024-02-26,Wallet,Labé,Opérations,Agent_021,13741,CLT_4824
2024-08-13,Transfert d'Argent,Kankan,Marketing,Agent_009,46765,CLT_3014
2024-12-02,Paiement Mobile,Labé,Support Client,Agent_036,38460,CLT_9346
2024-06-17,Achat Facture Courant,Labé,Support Client,Agent_035,43898,CLT_2532
2024-05-01,Paiement Mobile,Labé,Marketing,Agent_016,10705,CLT_8994
2024-06-01,Paiement Mobile,Nzérékoré,Support Client,Agent_011,41358,CLT_3327
2024-03-28,Paiement Mobile,Conakry,Ventes,Agent_044,22283,CLT_1354
2024-03-10,Wallet,Kankan,Finance,Agent_028,29904,CLT_9345
2024-06-28,Paiement Mobile,Nzérékoré,Finance,Agent_003,42291,CLT_5338
2024-02-09,Wallet,Conakry,Ventes,Agent_017,2573,CLT_9035
2024-02-26,Wallet,Conakry,Opérations,Agent_035,16164,CLT_3035
2024-10-18,Wallet,Conakry,Ventes,Agent_018,33771,CLT_8477
2024-03-31,Paiement Mobile,Kankan,Finance,Agent_022,32977,CLT_7714
2024-07-03,Wallet,Kankan,Support Client,Agent_012,28516,CLT_9144
2024-02-24,Paiement Mobile,Nzérékoré,Marketing,Agent_021,18985,CLT_6767
2024-08-21,Transfert d'Argent,Kindia,Ventes,Agent_004,19474,CLT_6480
2024-08-15,Transfert d'Argent,Labé,Marketing,Agent_018,27930,CLT_7711
2024-06-19,Achat Facture Courant,Kindia,Marketing,Agent_002,17513,CLT_2417
2024-05-30,Transfert d'Argent,Kankan,Marketing,Agent_017,18421,CLT_8546
2024-09-28,Achat Facture Courant,Kindia,Opérations,Agent_016,45961,CLT_2405
2024-11-19,Transfert d'Argent,Kankan,Opérations,Agent_004,9316,CLT_7250
2024-05-27,Transfert d'Argent,Conakry,Opérations,Agent_050,41431,CLT_9553
2024-10-10,Achat Facture Courant,Labé,Marketing,Agent_022,12253,CLT_4223
2024-11-17,Transfert d'Argent,Conakry,Finance,Agent_014,25088,CLT_7115
2024-04-09,Paiement Mobile,Labé,Finance,Agent_001,5533,CLT_2042
2024-08-12,Wallet,Kankan,Opérations,Agent_034,31125,CLT_4996
2024-01-15,Achat Facture Courant,Labé,Support Client,Agent_034,18864,CLT_8698
2024-07-14,Wallet,Labé,Ventes,Agent_032,19069,CLT_3083
2024-08-29,Transfert d'Argent,Kindia,Finance,Agent_031,21572,CLT_5100
2024-06-14,Wallet,Conakry,Support Client,Agent_034,10483,CLT_7805
2024-09-08,Achat Facture Courant,Nzérékoré,Support Client,Agent_029,2132,CLT_6877
2024-02-24,Paiement Mobile,Nzérékoré,Support Client,Agent_045,14068,CLT_2041
2024-11-01,Wallet,Labé,Finance,Agent_043,27563,CLT_6365
2024-03-29,Transfert d'Argent,Kindia,Opérations,Agent_012,2036,CLT_7132
2024-06-21,Wallet,Labé,Marketing,Agent_043,49457,CLT_6710
2024-10-05,Achat Facture Courant,Nzérékoré,Opérations,Agent_016,30292,CLT_2256
2024-04-20,Achat Facture Courant,Nzérékoré,Ventes,Agent_022,40718,CLT_9657
2024-03-17,Wallet,Kindia,Ventes,Agent_050,49146,CLT_1195
2024-04-16,Transfert d'Argent,Conakry,Opérations,Agent_028,46089,CLT_2274
2024-05-05,Transfert d'Argent,Kindia,Support Client,Agent_046,12491,CLT_2656
2024-04-16,Transfert d'Argent,Conakry,Opérations,Agent_043,25827,CLT_9173
2024-10-28,Wallet,Nzérékoré,Ventes,Agent_035,12344,CLT_8230
2024-04-09,Achat Facture Courant,Nzérékoré,Opérations,Agent_030,9348,CLT_6385
2024-09-12,Transfert d'Argent,Kankan,Opérations,Agent_041,40029,CLT_3417
2024-07-27,Transfert d'Argent,Conakry,Ventes,Agent_036,29259,CLT_4464
2024-06-04,Achat Facture Courant,Conakry,Marketing,Agent_008,21337,CLT_6818
2024-04-25,Paiement Mobile,Kindia,Finance,Agent_037,22387,CLT_1648
2024-04-14,Paiement Mobile,Labé,Ventes,Agent_048,32403,CLT_1418
2024-10-31,Wallet,Nzérékoré,Support Client,Agent_024,29797,CLT_3657
2024-10-30,Achat Facture Courant,Kankan,Opérations,Agent_015,42603,CLT_3905
2024-07-25,Achat Facture Courant,Labé,Support Client,Agent_041,23728,CLT_8778
2024-11-06,Achat Facture Courant,Nzérékoré,Support Client,Agent_009,5225,CLT_4140
2024-01-28,Transfert d'Argent,Nzérékoré,Ventes,Agent_030,8504,CLT_4810
2024-08-28,Wallet,Conakry,Ventes,Agent_002,4800,CLT_2037
2024-12-24,Paiement Mobile,Labé,Ventes,Agent_017,38278,CLT_1393
2024-11-21,Transfert d'Argent,Conakry,Finance,Agent_030,40585,CLT_3065
2024-08-03,Transfert d'Argent,Conakry,Marketing,Agent_027,31262,CLT_9678
2024-05-30,Transfert d'Argent,Kankan,Marketing,Agent_002,27082,CLT_8807
2024-07-03,Wallet,Conakry,Support Client,Agent_039,8398,CLT_3972
2024-02-18,Transfert d'Argent,Nzérékoré,Support Client,Agent_002,29758,CLT_2917
2024-10-08,Transfert d'Argent,Kankan,Opérations,Agent_005,2611,CLT_3078
2024-01-22,Paiement Mobile,Kankan,Support Client,Agent_043,30063,CLT_8150
2024-12-19,Paiement Mobile,Nzérékoré,Support Client,Agent_013,23428,CLT_1711
2024-06-21,Wallet,Kindia,Ventes,Agent_049,18813,CLT_7444
2024-08-14,Transfert d'Argent,Nzérékoré,Finance,Agent_007,40612,CLT_9343
2024-06-08,Transfert d'Argent,Labé,Opérations,Agent_011,12117,CLT_4665
2024-05-07,Transfert d'Argent,Nzérékoré,Marketing,Agent_035,29783,CLT_8882
2024-06-18,Transfert d'Argent,Kindia,Ventes,Agent_010,31289,CLT_2259
2024-05-15,Transfert d'Argent,Kindia,Marketing,Agent_024,45162,CLT_3981
2024-07-19,Achat Facture Courant,Kindia,Support Client,Agent_009,47969,CLT_4713
2024-01-27,Paiement Mobile,Kankan,Opérations,Agent_023,1489,CLT_1984
2024-09-03,Achat Facture Courant,Conakry,Finance,Agent_021,40606,CLT_5345
2024-03-11,Achat Facture Courant,Nzérékoré,Opérations,Agent_040,25459,CLT_8630
2024-09-27,Paiement Mobile,Kindia,Support Client,Agent_035,49101,CLT_4770
2024-05-12,Wallet,Kankan,Marketing,Agent_045,35889,CLT_4009
2024-08-23,Achat Facture Courant,Kankan,Support Client,Agent_032,3910,CLT_2970
2024-01-03,Achat Facture Courant,Kindia,Finance,Agent_027,18096,CLT_3866
2024-05-18,Wallet,Kindia,Support Client,Agent_016,9827,CLT_8713
2024-04-30,Achat Facture Courant,Nzérékoré,Support Client,Agent_018,48513,CLT_1357
2024-05-14,Paiement Mobile,Kindia,Ventes,Agent_045,24238,CLT_2826
2024-04-23,Transfert d'Argent,Nzérékoré,Ventes,Agent_028,5447,CLT_5139
2024-03-20,Achat Facture Courant,Kindia,Support Client,Agent_050,25718,CLT_8167
2024-11-06,Transfert d'Argent,Kindia,Ventes,Agent_039,25435,CLT_3019
2024-01-31,Wallet,Nzérékoré,Opérations,Agent_041,44273,CLT_3355
2024-07-03,Wallet,Labé,Ventes,Agent_033,28014,CLT_2795
2024-02-17,Wallet,Kindia,Support Client,Agent_004,15199,CLT_3166
2024-09-29,Paiement Mobile,Kindia,Support Client,Agent_006,5789,CLT_3912
2024-09-20,Wallet,Nzérékoré,Finance,Agent_036,43180,CLT_5142
2024-02-09,Wallet,Kankan,Ventes,Agent_028,31122,CLT_5684
2024-06-23,Paiement Mobile,Kindia,Marketing,Agent_008,44466,CLT_7504
2024-03-09,Transfert d'Argent,Labé,Finance,Agent_004,49159,CLT_7098
2024-04-18,Paiement Mobile,Conakry,Ventes,Agent_044,33625,CLT_7173
2024-10-28,Achat Facture Courant,Conakry,Support Client,Agent_032,10176,CLT_3364
2024-08-12,Paiement Mobile,Conakry,Opérations,Agent_040,17509,CLT_3620
2024-04-29,Achat Facture Courant,Conakry,Ventes,Agent_044,24087,CLT_8369
2024-02-28,Paiement Mobile,Kankan,Marketing,Agent_025,17060,CLT_9501
2024-08-24,Wallet,Labé,Support Client,Agent_007,15816,CLT_7717
2024-11-08,Transfert d'Argent,Nzérékoré,Finance,Agent_012,18540,CLT_1988
2024-10-19,Achat Facture Courant,Conakry,Ventes,Agent_042,43044,CLT_4005
2024-12-05,Paiement Mobile,Conakry,Support Client,Agent_046,48984,CLT_7628
2024-03-17,Paiement Mobile,Labé,Finance,Agent_048,48762,CLT_6970
2024-09-29,Wallet,Kindia,Ventes,Agent_023,36879,CLT_3737
2024-11-24,Paiement Mobile,Labé,Opérations,Agent_029,8824,CLT_7136
2024-04-29,Paiement Mobile,Kankan,Marketing,Agent_048,9614,CLT_9763
2024-12-15,Transfert d'Argent,Labé,Support Client,Agent_016,24053,CLT_2753
2024-06-18,Transfert d'Argent,Labé,Opérations,Agent_043,1146,CLT_8507
2024-11-12,Wallet,Kindia,Marketing,Agent_003,28431,CLT_1764
2024-06-05,Wallet,Kankan,Ventes,Agent_024,44937,CLT_3930
2024-09-08,Transfert d'Argent,Labé,Marketing,Agent_036,3366,CLT_4415
2024-01-30,Wallet,Conakry,Finance,Agent_033,38459,CLT_8669
2024-05-29,Paiement Mobile,Kindia,Finance,Agent_021,24076,CLT_3661
2024-10-20,Achat Facture Courant,Kankan,Support Client,Agent_016,13698,CLT_7501
2024-04-11,Wallet,Labé,Support Client,Agent_047,12137,CLT_5698
2024-03-12,Paiement Mobile,Labé,Support Client,Agent_047,34357,CLT_5294
2024-01-17,Wallet,Nzérékoré,Support Client,Agent_010,8377,CLT_9861
2024-06-01,Achat Facture Courant,Kindia,Opérations,Agent_038,24903,CLT_2842
2024-04-10,Transfert d'Argent,Labé,Opérations,Agent_033,5278,CLT_5550
2024-05-13,Wallet,Nzérékoré,Finance,Agent_002,42010,CLT_8826
2024-05-07,Wallet,Kindia,Marketing,Agent_026,42541,CLT_1787
2024-10-05,Wallet,Kankan,Marketing,Agent_011,42607,CLT_1945
2024-06-25,Transfert d'Argent,Labé,Finance,Agent_049,29794,CLT_3886
2024-03-09,Wallet,Nzérékoré,Opérations,Agent_002,40128,CLT_1478
2024-04-23,Wallet,Nzérékoré,Support Client,Agent_018,25812,CLT_5043
2024-03-26,Transfert d'Argent,Conakry,Finance,Agent_021,31976,CLT_8299
2024-02-27,Paiement Mobile,Nzérékoré,Ventes,Agent_012,32742,CLT_4590
2024-02-20,Transfert d'Argent,Labé,Opérations,Agent_026,48646,CLT_8523
2024-11-13,Wallet,Labé,Support Client,Agent_028,11832,CLT_3030
2024-01-30,Wallet,Nzérékoré,Marketing,Agent_042,30030,CLT_6437
2024-03-15,Transfert d'Argent,Kindia,Finance,Agent_043,2119,CLT_7911
